,season,market,name,alias,current_division,wins,losses,ties,pct
942,2013,Guilford College,Quakers,GC,D3,17,9,0,1.8888888888888888
943,2013,Milwaukee School of Engineering,Raiders,MSOE,D3,21,5,0,4.2
944,2013,"Rutgers, The State Univ. of New Jersey, Newark",Raiders,RUTR,D3,20,9,0,2.2222222222222223
945,2013,Thiel College,Tomcats,THIE,D3,10,13,0,0.7692307692307693
946,2013,Berry College,Vikings,BER,D3,5,21,0,0.23809523809523808
947,2013,North Park University,Vikings,NPU,D3,3,21,0,0.14285714285714285
948,2013,Baruch College,Bearcats,BARU,D3,14,12,0,1.1666666666666667
949,2013,Willamette University,Bearcats,WU,D3,3,22,0,0.13636363636363635
950,2013,Elmhurst College,Bluejays,ELM,D3,14,11,0,1.2727272727272727
951,2013,Adrian College,Bulldogs,ADRN,D3,5,20,0,0.25
952,2013,Texas Lutheran University,Bulldogs,TLU,D3,9,17,0,0.5294117647058824
953,2013,Centenary University (New Jersey),Cyclones,CENT,D3,7,18,0,0.3888888888888889
954,2013,College of Staten Island,Dolphins,CSI,D3,28,3,0,9.333333333333334
955,2013,College of Mount St. Vincent,Dolphins,MSTV,D3,8,17,0,0.47058823529411764
956,2013,Union College (New York),Dutchmen,UNIN,D3,10,14,0,0.7142857142857143
957,2013,Washington and Lee University,Generals,WLEE,D3,8,20,0,0.4
958,2013,Fontbonne University,Griffins,FU,D3,9,16,0,0.5625
959,2013,Gwynedd Mercy University,Griffins,GWYN,D3,19,7,0,2.7142857142857144
960,2013,California Lutheran University,Kingsmen,CLT,D3,19,8,0,2.375
961,2013,University of La Verne,Leopards,LAV,D3,10,15,0,0.6666666666666666
962,2013,Wentworth Institute of Technology,Leopards,WIT,D3,12,15,0,0.8
963,2013,Mitchell College,Mariners,MITCH,D3,19,8,0,2.375
964,2013,U.S. Merchant Marine Academy,Mariners,USMMA,D3,12,14,0,0.8571428571428571
965,2013,Methodist University,Monarchs,MU,D3,10,16,0,0.625
966,2013,Mount Ida College,Mustangs,MIDA,D3,5,20,0,0.25
967,2013,Morrisville State College,Mustangs,MSC,D3,22,9,0,2.4444444444444446
968,2013,Ferrum College,Panthers,FERR,D3,11,16,0,0.6875
969,2013,La Grange College,Panthers,LGRA,D3,18,11,0,1.6363636363636365
970,2013,Chapman University,Panthers,CHAP,D3,18,10,0,1.8
971,2013,Greenville College,Panthers,GRNV,D3,15,10,0,1.5
972,2013,"University of Pittsburgh, Bradford",Panthers,PTBF,D3,16,11,0,1.4545454545454546
973,2013,State University College at Old Westbury,Panthers,NYOB,D3,15,13,0,1.1538461538461537
974,2013,University of Texas at Tyler,Patriots,UTT,D3,15,12,0,1.25
975,2013,Utica College,Pioneers,UTIC,D3,8,17,0,0.47058823529411764
976,2013,Lewis & Clark College,Pioneers,LCC,D3,17,9,0,1.8888888888888888
977,2013,Transylvania University,Pioneers,TUP,D3,9,17,0,0.5294117647058824
978,2013,Pomona-Pitzer Colleges,Sagehens,PP,D3,18,8,0,2.25
979,2013,Salve Regina University,Seahawks,SALV,D3,17,11,0,1.5454545454545454
980,2013,St. Mary's College of Maryland,Seahawks,SMCM,D3,19,8,0,2.375
981,2013,Washington College (Maryland),Shoremen,WC,D3,5,20,0,0.25
982,2013,Aurora University,Spartans,AUR,D3,18,9,0,2.0
983,2013,Manchester University,Spartans,MNCH,D3,5,20,0,0.25
984,2013,University of Dubuque,Spartans,DUBU,D3,21,5,0,4.2
985,2013,Case Western Reserve University,Spartans,CWR,D3,14,11,0,1.2727272727272727
986,2013,Hiram College,Terriers,HIRA,D3,6,19,0,0.3157894736842105
987,2013,Thomas College,Terriers,TC,D3,11,15,0,0.7333333333333333
988,2013,Manhattanville College,Valiants,MC,D3,11,15,0,0.7333333333333333
989,2013,Hendrix College,Warriors,HEND,D3,10,16,0,0.625
990,2013,Linfield College,Wildcats,LIN,D3,5,20,0,0.25
991,2013,Randolph College,Wildcats,RAND,D3,15,11,0,1.3636363636363635
992,2013,Wheelock College,Wildcats,WLCK,D3,3,22,0,0.13636363636363635
993,2013,Louisiana College,Wildcats,LC,D3,12,15,0,0.8
994,2013,Johnson and Wales University,Wildcats,JWRI,D3,23,7,0,3.2857142857142856
995,2013,Westminster College (Missouri),Blue Jays,WEST,D3,14,12,0,1.1666666666666667
996,2013,Catholic University,Cardinals,CATH,D3,14,12,0,1.1666666666666667
997,2013,Saint Mary's University of Minnesota,Cardinals,STMN,D3,3,22,0,0.13636363636363635
998,2013,Cabrini University ,Cavaliers,CU,D3,26,2,0,13.0
999,2013,Capital University,Crusaders,CAP,D3,12,14,0,0.8571428571428571
1000,2013,Susquehanna University,Crusaders,SUSQ,D3,16,10,0,1.6
1001,2013,Baptist Bible College,Defenders,SU,D3,9,16,0,0.5625
1002,2013,Massachusetts Institute of Technology,Engineers,MIT,D3,20,9,0,2.2222222222222223
1003,2013,Centenary College (Louisiana),Gentlemen,CCLA,D3,18,10,0,1.8
1004,2013,Austin College,Kangaroos,AUS,D3,9,16,0,0.5625
1005,2013,Medaille College,Mavericks,MC,D3,14,12,0,1.1666666666666667
1006,2013,La Roche College,Red Hawks,LARO,D3,14,12,0,1.1666666666666667
1007,2013,Salisbury University,Sea Gulls,SAL,D3,14,12,0,1.1666666666666667
1008,2013,McMurry University,War Hawks,MCM,D3,12,15,0,0.8
1009,2013,Moravian College,Greyhounds,MC,D3,11,13,0,0.8461538461538461
1010,2013,Newbury College,Nighthawks,NEW,D3,3,22,0,0.13636363636363635
1011,2013,Eureka College,Red Devils,EC,D3,5,20,0,0.25
1012,2013,Wesley College,Wolverines,WC,D3,23,4,0,5.75
1013,2013,John Jay College of Criminal Justice,Bloodhounds,JJC,D3,9,17,0,0.5294117647058824
1014,2013,Northland College,LumberJacks,NORC,D3,5,20,0,0.25
1015,2013,Immaculata University,Mighty Macs,IMM,D3,11,15,0,0.7333333333333333
1016,2013,Ohio Northern University,Polar Bears,ONU,D3,16,10,0,1.6
1017,2013,State University College at Oneonta,Red Dragons,ONEO,D3,12,14,0,0.8571428571428571
1018,2013,"University of California, Santa Cruz",Banana Slugs,UCSC,D3,4,21,0,0.19047619047619047
1019,2013,Western New England University,Golden Bears,WNEU,D3,7,18,0,0.3888888888888889
1020,2013,Schreiner University,Mountaineers,SCHR,D3,15,12,0,1.25
1021,2013,Southern Vermont College,Mountaineers,SVT,D3,16,10,0,1.6
1022,2013,Spalding University,Golden Eagles,SU,D3,19,8,0,2.375
1023,2013,Nazareth College,Golden Flyers,NC,D3,19,8,0,2.375
1024,2013,Wabash College,Little Giants,WC,D3,8,17,0,0.47058823529411764
1025,2013,Penn State Harrisburg,Nittany Lions,PSH,D3,8,17,0,0.47058823529411764
1026,2013,University of Wisconsin-Superior,Yellowjackets,UWS,D3,7,18,0,0.3888888888888889
1027,2013,Oglethorpe University,Stormy Petrels,OU,D3,21,7,0,3.0
1028,2013,Defiance College,Yellow Jackets,DEFC,D3,20,6,0,3.3333333333333335
1029,2013,LeTourneau University,Yellow Jackets,LETU,D3,5,20,0,0.25
1030,2013,Howard Payne University,Yellow Jackets,HPU,D3,5,20,0,0.25
1031,2013,Lebanon Valley College,Flying Dutchmen,LV,D3,9,16,0,0.5625
1032,2013,Heidelberg University,Student Princes,HEID,D3,7,18,0,0.3888888888888889
1033,2013,North Carolina Wesleyan College,Battling Bishops,NCW,D3,13,13,0,1.0
1034,2013,Muskingum University,Fighting Muskies,MUSK,D3,8,17,0,0.47058823529411764
1035,2013,Geneva College,Golden Torandoes,GNV,D3,7,21,0,0.3333333333333333
1036,2013,University of St. Thomas (Minnesota),Celts,STTX,NAIA,22,6,0,3.6666666666666665
1037,2013,Covenant College,Scots,COV,NCCAA,8,17,0,0.47058823529411764
1038,2013,University of Dallas,Crusaders,DCC,NCCAA,12,14,0,0.8571428571428571
1039,2013,Cairn University,Highlanders,CAIR,NCCAA,2,23,0,0.08695652173913043
1040,2013,University of Maine at Presque Isle,Owls,M-PI,USCAA,5,10,0,0.5
1041,2013,St. Joseph's College (Brooklyn),Bears,SNY,USCAA,18,9,0,2.0
1042,2013,"Penn State University, Altoona",Nittany Lions,PSMA,USCAA,5,20,0,0.25
