,season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
249,1993,64,8477,1993-03-18,Thursday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,85,16,W,East Carolina,Pirates,ECU,a601205f-3bfe-4052-ac0b-b8f18cf3efd3,East Carolina,196,1187,65,0,1992
250,2008,32,13961,2008-03-23,Sunday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,108,09,W,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,77,0,2007
251,2016,8,16887,2016-03-27,Sunday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,88,06,W,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,74,0,2015
252,2008,8,13967,2008-03-29,Saturday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,83,03,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,73,0,2007
253,1993,2,8495,1993-04-05,Monday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,77,01,Z,Michigan,Wolverines,MICH,bdc2561d-f603-4fab-a262-f1d2af462277,Michigan,418,1276,71,0,1992
254,1991,8,7752,1991-03-24,Sunday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,75,10,W,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,72,0,1990
255,2016,16,16885,2016-03-25,Friday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,101,05,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,86,0,2015
256,1993,8,8487,1993-03-28,Sunday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,75,02,W,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,68,1,1992
257,2008,16,13965,2008-03-27,Thursday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,68,04,W,Washington State,Cougars,WSU,2d4f0015-adb4-4877-8c15-4a6eed7eed03,Washington St.,754,1450,47,0,2007
258,1998,16,10304,1998-03-19,Thursday,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,73,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,58,0,1997
259,2004,64,12495,2004-03-18,Thursday,06,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,63,11,W,Air Force,Falcons,AFA,aa7af640-5762-4686-9181-39f7b8a8186e,Air Force,721,1102,52,0,2003
260,2015,64,16514,2015-03-20,Friday,05,W,Northern Iowa,Panthers,UNI,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,504,1320,71,12,W,Wyoming,Cowboys,WYO,a7127c0a-a466-47ae-91ad-9a71ee2c9427,Wyoming,811,1461,54,0,2014
261,2010,64,14686,2010-03-18,Thursday,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,62,14,W,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,57,0,2009
262,1997,64,9934,1997-03-14,Friday,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,59,14,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,55,0,1996
263,1996,64,9570,1996-03-15,Friday,07,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,69,10,W,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,48,0,1995
264,1993,64,8477,1993-03-18,Thursday,08,W,Rhode Island,Rams,URI,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Rhode Island,572,1348,74,09,W,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,68,0,1992
265,1988,32,6652,1988-03-19,Saturday,11,W,Rhode Island,Rams,URI,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Rhode Island,572,1348,97,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,94,0,1987
266,1988,64,6650,1988-03-17,Thursday,11,W,Rhode Island,Rams,URI,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Rhode Island,572,1348,87,06,W,Missouri,Tigers,MIZZ,77ca152a-cb2f-48a5-97b2-492351250d94,Missouri,434,1281,80,0,1987
267,2007,64,13588,2007-03-16,Friday,05,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,77,12,W,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,60,0,2006
268,2001,64,11396,2001-03-15,Thursday,06,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,69,11,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,54,0,2000
269,2001,32,11398,2001-03-17,Saturday,06,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,74,03,W,Boston College,Eagles,BC,4b3ff02c-e0ba-435b-a565-6075bc491684,Boston College,67,1130,71,0,2000
270,2017,64,17242,2017-03-17,Friday,11,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,66,06,W,SMU,Mustangs,SMU,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,SMU,663,1374,65,0,2016
271,2001,16,11403,2001-03-22,Thursday,06,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,80,02,W,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,76,0,2000
272,2017,68,17240,2017-03-15,Wednesday,11,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,75,11,W,Providence,Friars,PROV,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,Providence,556,1344,71,0,2016
273,2007,32,13590,2007-03-18,Sunday,05,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,87,04,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,68,0,2006
274,2001,64,11396,2001-03-15,Thursday,12,W,Utah State,Aggies,USU,7672ff16-8436-47e6-8546-0fb5494ec7ee,Utah St.,731,1429,77,05,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,68,1,2000
275,2015,64,16514,2015-03-20,Friday,02,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,79,15,W,Belmont,Bruins,BEL,a0a22502-0d84-440c-84af-1fbb070ad54c,Belmont,14927,1125,67,0,2014
276,2014,64,16150,2014-03-21,Friday,01,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,70,16,W,Coastal Carolina,Chanticleers,CCAR,4af63ebd-d3c8-4772-bbde-938a078bd057,Coastal Caro.,149,1157,59,0,2013
277,1993,32,8480,1993-03-21,Sunday,06,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,71,03,W,Massachusetts,Minutemen,MASS,88104678-e53b-43b3-82f7-efb3a11cedb9,Massachusetts,400,1269,56,0,1992
278,1993,64,8478,1993-03-19,Friday,06,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,78,11,W,Manhattan,Jaspers,MAN,7a270923-01d6-4a6f-a93e-e8786266d502,Manhattan,381,1264,66,0,1992
279,2014,32,16152,2014-03-23,Sunday,01,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,78,08,W,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,60,0,2013
280,2017,64,17241,2017-03-16,Thursday,05,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,76,12,W,North Carolina-Wilmington,Seahawks,UNCW,c54279f9-3028-4663-893a-7d22482f8098,UNCW,460,1423,71,0,2016
281,2012,64,15414,2012-03-15,Thursday,05,W,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,79,12,W,Harvard,Crimson,HARV,5c7bf63f-bc39-43c5-9907-73b50b7a6b34,Harvard,275,1217,70,0,2011
282,2007,32,13589,2007-03-17,Saturday,06,W,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,78,03,W,Washington State,Cougars,WSU,2d4f0015-adb4-4877-8c15-4a6eed7eed03,Washington St.,754,1450,74,2,2006
283,2007,64,13587,2007-03-15,Thursday,06,W,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,77,11,W,George Washington,Colonials,GW,d52c3640-069c-4554-982e-e6537c8044f1,George Washington,249,1203,44,0,2006
284,2016,64,16878,2016-03-18,Friday,07,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,47,10,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,43,0,2015
285,2010,64,14687,2010-03-19,Friday,04,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,53,13,W,Wofford,Terriers,WOF,9916713f-b243-452b-93ae-a2c3ccabf68b,Wofford,2915,1459,49,0,2009
286,2012,64,15414,2012-03-15,Thursday,04,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,73,13,W,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,49,0,2011
287,2017,64,17241,2017-03-16,Thursday,08,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,84,09,W,Virginia Tech,Hokies,VT,324ccccc-575b-4b82-acb0-fbb8e68da13b,Virginia Tech,742,1439,74,0,2016
288,2012,32,15416,2012-03-17,Saturday,04,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,60,05,W,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,57,0,2011
289,2017,32,17243,2017-03-18,Saturday,08,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,65,01,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,62,0,2016
290,2009,64,14323,2009-03-20,Friday,12,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,61,05,W,Florida State,Seminoles,FSU,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Florida St.,234,1199,59,1,2008
291,2016,32,16880,2016-03-20,Sunday,07,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,66,02,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,63,0,2015
292,2002,64,11761,2002-03-15,Friday,08,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,80,09,W,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,70,0,2001
293,1987,64,6280,1987-03-13,Friday,10,W,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,64,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,62,0,1986
294,2008,64,13958,2008-03-20,Thursday,04,W,Washington State,Cougars,WSU,2d4f0015-adb4-4877-8c15-4a6eed7eed03,Washington St.,754,1450,71,13,W,Winthrop,Eagles,WIN,ca441726-0c57-4456-b1e7-fff098484fb5,Winthrop,792,1457,40,0,2007
295,2007,64,13587,2007-03-15,Thursday,03,W,Washington State,Cougars,WSU,2d4f0015-adb4-4877-8c15-4a6eed7eed03,Washington St.,754,1450,70,14,W,Oral Roberts,Golden Eagles,ORU,095417ae-62b0-4109-afc4-d92918599dd4,Oral Roberts,527,1331,54,0,2006
296,2008,32,13960,2008-03-22,Saturday,04,W,Washington State,Cougars,WSU,2d4f0015-adb4-4877-8c15-4a6eed7eed03,Washington St.,754,1450,61,05,W,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,41,0,2007
297,2011,64,15050,2011-03-17,Thursday,05,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,84,12,W,Clemson,Tigers,CLEM,dcf5c2e7-c227-4c20-af26-715d5f859412,Clemson,147,1155,76,0,2010
298,2005,64,12859,2005-03-17,Thursday,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,63,10,W,Creighton,Bluejays,CREI,7d797407-623e-476d-b299-46de4275414d,Creighton,169,1166,61,0,2004
299,2010,64,14687,2010-03-19,Friday,02,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,77,15,W,Morgan State,Bears,MORG,576b816b-5b9a-4768-a62b-f8435a8272c2,Morgan St.,446,1288,50,0,2009
300,2010,32,14689,2010-03-21,Sunday,02,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,68,10,W,Missouri,Tigers,MIZZ,77ca152a-cb2f-48a5-97b2-492351250d94,Missouri,434,1281,59,0,2009
301,2010,16,14693,2010-03-25,Thursday,02,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,69,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,56,0,2009
302,2006,32,13226,2006-03-19,Sunday,06,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,67,14,W,Northwestern State,Demons,NWST,71874e7e-8260-43f9-bb7c-65f267dbe8ce,Northwestern St.,508,1322,54,0,2005
303,2005,32,12861,2005-03-19,Saturday,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,111,02,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,105,2,2004
304,2005,16,12866,2005-03-24,Thursday,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,65,06,W,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,60,0,2004
305,2006,64,13224,2006-03-17,Friday,06,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,64,11,W,Southern Illinois,Salukis,SIU,7cdfcf92-7fe7-46f1-9b66-6912114182e6,Southern Ill.,659,1356,46,0,2005
306,2010,8,14695,2010-03-27,Saturday,02,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,73,01,W,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,66,0,2009
307,1989,64,7014,1989-03-16,Thursday,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,84,10,W,Tennessee,Volunteers,TENN,b827dbdf-230f-4916-9703-3bb9004e26eb,Tennessee,694,1397,68,0,1988
308,2009,32,14325,2009-03-22,Sunday,04,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,60,12,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,49,0,2008
309,2016,64,16878,2016-03-18,Friday,02,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,71,15,W,Weber State,Wildcats,WEB,4743cb7c-784a-4b95-a380-5471f92f2217,Weber St.,758,1451,53,0,2015
310,2009,64,14323,2009-03-20,Friday,04,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,77,13,W,Portland State,Vikings,PRST,79965018-7f6f-4273-9eef-65c99b592b01,Portland St.,550,1340,59,0,2008
311,2004,64,12496,2004-03-19,Friday,07,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,80,10,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,70,0,2003
312,2004,32,12498,2004-03-21,Sunday,07,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,89,02,W,Mississippi State,Bulldogs,MSST,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,Mississippi St.,430,1280,74,0,2003
313,2004,16,12503,2004-03-26,Friday,07,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,79,03,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,71,0,2003
314,1998,64,10297,1998-03-12,Thursday,08,W,Charlotte,49ers,CHAR,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Charlotte,458,1150,77,09,W,Illinois-Chicago,Flames,UIC,dfe0d93f-94a5-47fb-b7aa-f74786e09acb,Ill.-Chicago,302,1227,62,0,1997
315,2011,68,15048,2011-03-15,Tuesday,12,W,Clemson,Tigers,CLEM,dcf5c2e7-c227-4c20-af26-715d5f859412,Clemson,147,1155,70,12,W,UAB,Blazers,UAB,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,UAB,9,1412,52,0,2010
316,1990,32,7380,1990-03-17,Saturday,05,W,Clemson,Tigers,CLEM,dcf5c2e7-c227-4c20-af26-715d5f859412,Clemson,147,1155,79,04,W,La Salle,Explorers,LAS,ad9a3e21-4585-4e35-8946-290fe4a16f18,La Salle,340,1247,75,0,1989
317,1990,64,7378,1990-03-15,Thursday,05,W,Clemson,Tigers,CLEM,dcf5c2e7-c227-4c20-af26-715d5f859412,Clemson,147,1155,49,12,W,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,47,0,1989
318,1986,64,5916,1986-03-14,Friday,14,W,Cleveland State,Vikings,CLEV,e30c0417-b220-424e-886e-dd1249e2ca5a,Cleveland St.,148,1156,83,03,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,79,0,1985
319,1986,32,5918,1986-03-16,Sunday,14,W,Cleveland State,Vikings,CLEV,e30c0417-b220-424e-886e-dd1249e2ca5a,Cleveland St.,148,1156,75,06,W,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,69,0,1985
320,1997,64,9933,1997-03-13,Thursday,09,W,Colorado,Buffaloes,COLO,9fccbf28-2858-4263-821c-fdefb3c7efa3,Colorado,157,1160,80,08,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,62,0,1996
321,2014,2,16167,2014-04-07,Monday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,60,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,54,0,2013
322,2014,4,16165,2014-04-05,Saturday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,63,01,X,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,53,0,2013
323,2014,32,16151,2014-03-22,Saturday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,77,02,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,65,0,2013
324,1994,32,8843,1994-03-19,Saturday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,75,10,W,George Washington,Colonials,GW,d52c3640-069c-4554-982e-e6537c8044f1,George Washington,249,1203,63,0,1993
325,2014,8,16159,2014-03-30,Sunday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,60,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,54,0,2013
326,2002,64,11761,2002-03-15,Friday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,78,15,W,Hampton,Pirates,HAMP,161354af-1f3e-4d58-88f7-e016ec74b7b6,Hampton,270,1214,67,0,2001
327,1990,32,7380,1990-03-17,Saturday,01,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,74,09,W,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,1143,54,0,1989
328,1998,64,10297,1998-03-12,Thursday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,93,15,W,Fairleigh Dickinson,Knights,FDU,b71d5a1b-2671-4e5a-b94b-06bfb22a27dd,Fairleigh Dickinson,222,1192,85,0,1997
329,1990,16,7385,1990-03-22,Thursday,01,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,71,05,W,Clemson,Tigers,CLEM,dcf5c2e7-c227-4c20-af26-715d5f859412,Clemson,147,1155,70,0,1989
330,1998,16,10304,1998-03-19,Thursday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,75,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,74,0,1997
331,2014,16,16157,2014-03-28,Friday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,81,03,W,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,76,0,2013
332,2002,16,11768,2002-03-22,Friday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,71,11,W,Southern Illinois,Salukis,SIU,7cdfcf92-7fe7-46f1-9b66-6912114182e6,Southern Ill.,659,1356,59,0,2001
333,1998,32,10299,1998-03-14,Saturday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,78,07,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,68,0,1997
334,2014,64,16149,2014-03-20,Thursday,07,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,89,10,W,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,81,1,2013
335,1994,64,8841,1994-03-17,Thursday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,64,15,W,Rider,Broncs,RID,0b73b9b9-1e29-4b14-b5d8-0405fe942e32,Rider,576,1351,46,0,1993
336,2002,32,11763,2002-03-17,Sunday,02,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,77,07,W,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,74,0,2001
337,1990,64,7378,1990-03-15,Thursday,01,W,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,76,16,W,Boston University,Terriers,BU,de9a0e19-b83c-4b98-a6da-81c110cb364b,Boston U.,68,1131,52,0,1989
338,1997,64,9934,1997-03-14,Friday,15,W,Coppin State,Eagles,COPP,5f9a90a2-3926-404e-8c8a-d9f22ad6907d,Coppin St.,165,1164,78,02,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,65,0,1996
339,1989,64,7014,1989-03-16,Thursday,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,90,15,W,South Carolina State,Bulldogs,SCST,a44f8c85-7ab6-4a4e-b6f1-c69a4cabe1ed,South Carolina St.,647,1354,69,0,1988
340,1999,32,10664,1999-03-14,Sunday,01,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,97,09,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,56,0,1998
341,1999,64,10662,1999-03-12,Friday,01,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,99,16,W,Florida A&M,Rattlers,FAMU,cec2527e-5e1e-4817-a628-35666ef13b6e,Florida A&M,228,1197,58,0,1998
342,1989,8,7024,1989-03-26,Sunday,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,85,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,77,0,1988
343,1988,64,6650,1988-03-17,Thursday,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,85,15,W,Boston University,Terriers,BU,de9a0e19-b83c-4b98-a6da-81c110cb364b,Boston U.,68,1131,69,0,1987
